0.000000000000000000e+00 2.500000000000000000e+01
2.666666666666666856e+02 2.500000000000000000e+01
5.333333333333333712e+02 2.500000000000000000e+01
8.000000000000000000e+02 2.500000000000000000e+01
1.066666666666666742e+03 2.500000000000000000e+01
1.333333333333333485e+03 2.500000000000000000e+01
1.600000000000000000e+03 2.500000000000000000e+01
1.866666666666666742e+03 2.500000000000000000e+01
2.133333333333333485e+03 2.500000000000000000e+01
2.400000000000000000e+03 2.500000000000000000e+01
2.666666666666666970e+03 2.500000000000000000e+01
2.933333333333333485e+03 2.500000000000000000e+01
3.200000000000000000e+03 2.500000000000000000e+01
3.466666666666666970e+03 2.500000000000000000e+01
3.733333333333333485e+03 2.500000000000000000e+01
4.000000000000000455e+03 2.500000000000000000e+01
4.266666666666666970e+03 2.500000000000000000e+01
4.533333333333333940e+03 2.500000000000000000e+01
4.800000000000000000e+03 2.500000000000000000e+01
5.066666666666666970e+03 2.500000000000000000e+01
5.333333333333333940e+03 2.500000000000000000e+01
5.600000000000000000e+03 2.500000000000000000e+01
5.866666666666666970e+03 2.500000000000000000e+01
6.133333333333333940e+03 2.500000000000000000e+01
6.400000000000000000e+03 2.500000000000000000e+01
6.666666666666666970e+03 2.500000000000000000e+01
6.933333333333333940e+03 2.500000000000000000e+01
7.200000000000000909e+03 2.500000000000000000e+01
7.466666666666666970e+03 2.500000000000000000e+01
7.733333333333333940e+03 2.500000000000000000e+01
8.000000000000000909e+03 2.500000000000000000e+01
8.266666666666667879e+03 2.500000000000000000e+01
8.533333333333333940e+03 2.500000000000000000e+01
8.800000000000000000e+03 2.500000000000000000e+01
9.066666666666667879e+03 2.500000000000000000e+01
9.333333333333333940e+03 2.500000000000000000e+01
9.600000000000000000e+03 2.500000000000000000e+01
9.866666666666667879e+03 2.500000000000000000e+01
1.013333333333333394e+04 2.500000000000000000e+01
1.040000000000000000e+04 2.500000000000000000e+01
1.066666666666666788e+04 2.500000000000000000e+01
1.093333333333333394e+04 2.500000000000000000e+01
1.120000000000000000e+04 2.500000000000000000e+01
1.146666666666666788e+04 2.500000000000000000e+01
1.173333333333333394e+04 2.500000000000000000e+01
1.200000000000000000e+04 2.500000000000000000e+01
1.226666666666666788e+04 2.500000000000000000e+01
1.253333333333333394e+04 2.500000000000000000e+01
1.280000000000000000e+04 2.500000000000000000e+01
1.306666666666666788e+04 2.500000000000000000e+01
1.333333333333333394e+04 2.500000000000000000e+01
1.360000000000000182e+04 2.500000000000000000e+01
1.386666666666666788e+04 2.500000000000000000e+01
1.413333333333333394e+04 2.500000000000000000e+01
1.440000000000000182e+04 2.500000000000000000e+01
1.466666666666666788e+04 2.500000000000000000e+01
1.493333333333333394e+04 2.500000000000000000e+01
1.520000000000000182e+04 2.500000000000000000e+01
1.546666666666666788e+04 2.500000000000000000e+01
1.573333333333333394e+04 2.500000000000000000e+01
1.600000000000000000e+04 2.500000000000000000e+01
